device,stage,mean_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
cpu,preprocessing_ms,0.25476831697596936,0.18277000071975635,0.6297770502897038,0.8642832309669752,0.06080800085328519,1.1527360002219211
cpu,bag_construction_ms,0.028758170999935828,0.021769000341009814,0.059099999907630256,0.08223916085626114,0.007007000021985732,0.1238429995282786
cpu,gatv2_forward_ms,1.511239932031458,1.4491474994429154,1.9168856013493494,2.297420479862921,1.1171340011060238,2.66344199917512
cpu,end_to_end_ms,2.0144882930198946,1.8453134998708265,2.8914308016283026,3.4735306203219802,1.3286049997986993,4.412969999975758
cuda,preprocessing_ms,0.19787938599984045,0.14372900022863178,0.4952025507009239,0.535470229897328,0.05447999865282327,0.9502979992248584
cuda,bag_construction_ms,0.022244671012231265,0.01673749920882983,0.04568510066746967,0.05495694087585434,0.0054460015235235915,0.09649800085753668
cuda,gatv2_forward_ms,1.8116903610298323,1.7633650004427182,2.1524688511817653,2.728093490277387,1.6475479988002917,3.31411299885076
cuda,end_to_end_ms,2.3099900969955343,2.1832530001120176,2.8346986502583604,3.576104059939098,1.9661059995996766,4.776211000717012
