model,seed,cond,dataset,cell,n_correct,n_total,cs_margin
hgt,45,random,matrix,Benign/header_field,0,10,
hgt,45,random,matrix,Benign/json_field,0,10,
hgt,45,random,matrix,SQLi/sql_new_commands,10,10,
hgt,45,random,matrix,SQLi/comment_splitting,10,10,6.57651424407959
hgt,45,random,matrix,SQLi/case_mixing,10,10,
hgt,45,random,matrix,XSS/data_uri_base64,10,10,
hgt,45,random,matrix,XSS/event_handler_focus,0,10,
hgt,45,random,matrix,XSS/svg_script_variant,10,10,
hgt,45,random,test_split,all,2224,4215,
hgt,45,drop_sem,matrix,Benign/field_query,10,10,
hgt,45,drop_sem,matrix,Benign/header_field,10,10,
hgt,45,drop_sem,matrix,Benign/json_field,10,10,
hgt,45,drop_sem,matrix,SQLi/sql_new_commands,10,10,
hgt,45,drop_sem,matrix,SQLi/comment_splitting,0,10,-0.5052957534790039
hgt,45,drop_sem,matrix,SQLi/case_mixing,10,10,
hgt,45,drop_sem,matrix,XSS/data_uri_base64,10,10,
hgt,45,drop_sem,matrix,XSS/event_handler_focus,10,10,
hgt,45,drop_sem,matrix,XSS/svg_script_variant,10,10,
hgt,45,drop_sem,test_split,all,4209,4215,
hgt,45,drop_skip,matrix,Benign/field_query,0,10,
hgt,45,drop_skip,matrix,Benign/header_field,0,10,
hgt,45,drop_skip,matrix,Benign/json_field,10,10,
hgt,45,drop_skip,matrix,SQLi/sql_new_commands,0,10,
hgt,45,drop_skip,matrix,SQLi/comment_splitting,0,10,-13.53028678894043
hgt,45,drop_skip,matrix,SQLi/case_mixing,0,10,
hgt,45,drop_skip,matrix,XSS/data_uri_base64,10,10,
hgt,45,drop_skip,matrix,XSS/event_handler_focus,10,10,
hgt,45,drop_skip,matrix,XSS/svg_script_variant,10,10,
hgt,45,drop_skip,test_split,all,2260,4215,
hgt,45,drop_seq,matrix,Benign/field_query,0,10,
hgt,45,drop_seq,matrix,Benign/header_field,0,10,
hgt,45,drop_seq,matrix,Benign/json_field,0,10,
hgt,45,drop_seq,matrix,SQLi/sql_new_commands,10,10,
hgt,45,drop_seq,matrix,SQLi/comment_splitting,10,10,16.23284912109375
hgt,45,drop_seq,matrix,SQLi/case_mixing,10,10,
hgt,45,drop_seq,matrix,XSS/data_uri_base64,0,10,
hgt,45,drop_seq,matrix,XSS/event_handler_focus,10,10,
hgt,45,drop_seq,matrix,XSS/svg_script_variant,10,10,
hgt,45,drop_seq,test_split,all,2802,4215,
hgt,46,real,matrix,Benign/field_query,10,10,
hgt,46,real,matrix,Benign/header_field,10,10,
hgt,46,real,matrix,Benign/json_field,10,10,
hgt,46,real,matrix,SQLi/sql_new_commands,10,10,
hgt,46,real,matrix,SQLi/comment_splitting,10,10,4.036231517791748
hgt,46,real,matrix,SQLi/case_mixing,10,10,
hgt,46,real,matrix,XSS/data_uri_base64,10,10,
hgt,46,real,matrix,XSS/event_handler_focus,10,10,
hgt,46,real,matrix,XSS/svg_script_variant,10,10,
hgt,46,real,test_split,all,4215,4215,
hgt,46,all_seq,matrix,Benign/field_query,0,10,
hgt,46,all_seq,matrix,Benign/header_field,0,10,
hgt,46,all_seq,matrix,Benign/json_field,10,10,
hgt,46,all_seq,matrix,SQLi/sql_new_commands,0,10,
hgt,46,all_seq,matrix,SQLi/comment_splitting,0,10,-7.56192684173584
hgt,46,all_seq,matrix,SQLi/case_mixing,0,10,
hgt,46,all_seq,matrix,XSS/data_uri_base64,10,10,
hgt,46,all_seq,matrix,XSS/event_handler_focus,10,10,
hgt,46,all_seq,matrix,XSS/svg_script_variant,10,10,
hgt,46,all_seq,test_split,all,1707,4215,
hgt,46,all_skip,matrix,Benign/field_query,10,10,
hgt,46,all_skip,matrix,Benign/header_field,10,10,
hgt,46,all_skip,matrix,Benign/json_field,10,10,
hgt,46,all_skip,matrix,SQLi/sql_new_commands,0,10,
hgt,46,all_skip,matrix,SQLi/comment_splitting,0,10,-7.233412742614746
hgt,46,all_skip,matrix,SQLi/case_mixing,0,10,
hgt,46,all_skip,matrix,XSS/data_uri_base64,10,10,
hgt,46,all_skip,matrix,XSS/event_handler_focus,10,10,
hgt,46,all_skip,matrix,XSS/svg_script_variant,10,10,
hgt,46,all_skip,test_split,all,4192,4215,
hgt,46,all_sem,matrix,Benign/field_query,0,10,
hgt,46,all_sem,matrix,Benign/header_field,0,10,
hgt,46,all_sem,matrix,Benign/json_field,0,10,
hgt,46,all_sem,matrix,SQLi/sql_new_commands,10,10,
hgt,46,all_sem,matrix,SQLi/comment_splitting,10,10,26.384048461914062
hgt,46,all_sem,matrix,SQLi/case_mixing,10,10,
hgt,46,all_sem,matrix,XSS/data_uri_base64,0,10,
hgt,46,all_sem,matrix,XSS/event_handler_focus,0,10,
hgt,46,all_sem,matrix,XSS/svg_script_variant,0,10,
hgt,46,all_sem,test_split,all,1214,4215,
hgt,46,cyclic,matrix,Benign/field_query,0,10,
hgt,46,cyclic,matrix,Benign/header_field,0,10,
hgt,46,cyclic,matrix,Benign/json_field,0,10,
hgt,46,cyclic,matrix,SQLi/sql_new_commands,10,10,
hgt,46,cyclic,matrix,SQLi/comment_splitting,10,10,16.399438858032227
hgt,46,cyclic,matrix,SQLi/case_mixing,10,10,
hgt,46,cyclic,matrix,XSS/data_uri_base64,0,10,
hgt,46,cyclic,matrix,XSS/event_handler_focus,0,10,
hgt,46,cyclic,matrix,XSS/svg_script_variant,0,10,
hgt,46,cyclic,test_split,all,1214,4215,
hgt,46,swap_seq_skip,matrix,Benign/field_query,10,10,
hgt,46,swap_seq_skip,matrix,Benign/header_field,10,10,
hgt,46,swap_seq_skip,matrix,Benign/json_field,10,10,
hgt,46,swap_seq_skip,matrix,SQLi/sql_new_commands,10,10,
hgt,46,swap_seq_skip,matrix,SQLi/comment_splitting,10,10,5.695926189422607
hgt,46,swap_seq_skip,matrix,SQLi/case_mixing,10,10,
hgt,46,swap_seq_skip,matrix,XSS/data_uri_base64,10,10,
hgt,46,swap_seq_skip,matrix,XSS/event_handler_focus,10,10,
hgt,46,swap_seq_skip,matrix,XSS/svg_script_variant,10,10,
hgt,46,swap_seq_skip,test_split,all,4212,4215,
hgt,46,sem_as_seq,matrix,Benign/field_query,10,10,
hgt,46,sem_as_seq,matrix,Benign/header_field,10,10,
hgt,46,sem_as_seq,matrix,Benign/json_field,10,10,
hgt,46,sem_as_seq,matrix,SQLi/sql_new_commands,10,10,
hgt,46,sem_as_seq,matrix,SQLi/comment_splitting,0,10,-4.421896934509277
hgt,46,sem_as_seq,matrix,SQLi/case_mixing,0,10,
hgt,46,sem_as_seq,matrix,XSS/data_uri_base64,10,10,
hgt,46,sem_as_seq,matrix,XSS/event_handler_focus,10,10,
hgt,46,sem_as_seq,matrix,XSS/svg_script_variant,10,10,
hgt,46,sem_as_seq,test_split,all,4214,4215,
hgt,46,sem_as_skip,matrix,Benign/field_query,10,10,
hgt,46,sem_as_skip,matrix,Benign/header_field,10,10,
hgt,46,sem_as_skip,matrix,Benign/json_field,10,10,
hgt,46,sem_as_skip,matrix,SQLi/sql_new_commands,10,10,
hgt,46,sem_as_skip,matrix,SQLi/comment_splitting,0,10,-4.81141996383667
hgt,46,sem_as_skip,matrix,SQLi/case_mixing,0,10,
hgt,46,sem_as_skip,matrix,XSS/data_uri_base64,10,10,
hgt,46,sem_as_skip,matrix,XSS/event_handler_focus,10,10,
hgt,46,sem_as_skip,matrix,XSS/svg_script_variant,10,10,
hgt,46,sem_as_skip,test_split,all,4214,4215,
hgt,46,random,matrix,Benign/field_query,0,10,
hgt,46,random,matrix,Benign/header_field,0,10,
hgt,46,random,matrix,Benign/json_field,0,10,
hgt,46,random,matrix,SQLi/sql_new_commands,10,10,
hgt,46,random,matrix,SQLi/comment_splitting,10,10,5.364006042480469
hgt,46,random,matrix,SQLi/case_mixing,10,10,
hgt,46,random,matrix,XSS/data_uri_base64,10,10,
hgt,46,random,matrix,XSS/event_handler_focus,0,10,
hgt,46,random,matrix,XSS/svg_script_variant,10,10,
hgt,46,random,test_split,all,2629,4215,
hgt,46,drop_sem,matrix,Benign/field_query,10,10,
hgt,46,drop_sem,matrix,Benign/header_field,10,10,
hgt,46,drop_sem,matrix,Benign/json_field,10,10,
hgt,46,drop_sem,matrix,SQLi/sql_new_commands,10,10,
hgt,46,drop_sem,matrix,SQLi/comment_splitting,0,10,-4.378985404968262
hgt,46,drop_sem,matrix,SQLi/case_mixing,0,10,
hgt,46,drop_sem,matrix,XSS/data_uri_base64,10,10,
hgt,46,drop_sem,matrix,XSS/event_handler_focus,10,10,
hgt,46,drop_sem,matrix,XSS/svg_script_variant,10,10,
hgt,46,drop_sem,test_split,all,4214,4215,
hgt,46,drop_skip,matrix,Benign/field_query,0,10,
hgt,46,drop_skip,matrix,Benign/header_field,0,10,
hgt,46,drop_skip,matrix,Benign/json_field,10,10,
hgt,46,drop_skip,matrix,SQLi/sql_new_commands,0,10,
hgt,46,drop_skip,matrix,SQLi/comment_splitting,0,10,-13.650280952453613
hgt,46,drop_skip,matrix,SQLi/case_mixing,0,10,
hgt,46,drop_skip,matrix,XSS/data_uri_base64,10,10,
hgt,46,drop_skip,matrix,XSS/event_handler_focus,10,10,
hgt,46,drop_skip,matrix,XSS/svg_script_variant,10,10,
hgt,46,drop_skip,test_split,all,2261,4215,
hgt,46,drop_seq,matrix,Benign/field_query,10,10,
hgt,46,drop_seq,matrix,Benign/header_field,10,10,
hgt,46,drop_seq,matrix,Benign/json_field,10,10,
hgt,46,drop_seq,matrix,SQLi/sql_new_commands,0,10,
hgt,46,drop_seq,matrix,SQLi/comment_splitting,10,10,3.9787826538085938
hgt,46,drop_seq,matrix,SQLi/case_mixing,10,10,
hgt,46,drop_seq,matrix,XSS/data_uri_base64,10,10,
hgt,46,drop_seq,matrix,XSS/event_handler_focus,10,10,
hgt,46,drop_seq,matrix,XSS/svg_script_variant,10,10,
hgt,46,drop_seq,test_split,all,4208,4215,
gatv2,42,real,matrix,Benign/field_query,10,10,
gatv2,42,real,matrix,Benign/header_field,10,10,
gatv2,42,real,matrix,Benign/json_field,10,10,
gatv2,42,real,matrix,SQLi/sql_new_commands,10,10,
gatv2,42,real,matrix,SQLi/comment_splitting,0,10,-1.3862892389297485
gatv2,42,real,matrix,SQLi/case_mixing,10,10,
gatv2,42,real,matrix,XSS/data_uri_base64,10,10,
gatv2,42,real,matrix,XSS/event_handler_focus,10,10,
gatv2,42,real,matrix,XSS/svg_script_variant,10,10,
gatv2,42,real,test_split,all,4215,4215,
gatv2,42,drop_sem,matrix,Benign/field_query,10,10,
gatv2,42,drop_sem,matrix,Benign/header_field,10,10,
gatv2,42,drop_sem,matrix,Benign/json_field,10,10,
gatv2,42,drop_sem,matrix,SQLi/sql_new_commands,10,10,
gatv2,42,drop_sem,matrix,SQLi/comment_splitting,0,10,-1.508726716041565
gatv2,42,drop_sem,matrix,SQLi/case_mixing,10,10,
gatv2,42,drop_sem,matrix,XSS/data_uri_base64,10,10,
gatv2,42,drop_sem,matrix,XSS/event_handler_focus,10,10,
gatv2,42,drop_sem,matrix,XSS/svg_script_variant,10,10,
gatv2,42,drop_sem,test_split,all,4215,4215,
gatv2,42,drop_skip,matrix,Benign/field_query,10,10,
gatv2,42,drop_skip,matrix,Benign/header_field,10,10,
gatv2,42,drop_skip,matrix,Benign/json_field,10,10,
gatv2,42,drop_skip,matrix,SQLi/sql_new_commands,10,10,
gatv2,42,drop_skip,matrix,SQLi/comment_splitting,0,10,-0.05206242948770523
gatv2,42,drop_skip,matrix,SQLi/case_mixing,10,10,
gatv2,42,drop_skip,matrix,XSS/data_uri_base64,10,10,
gatv2,42,drop_skip,matrix,XSS/event_handler_focus,10,10,
gatv2,42,drop_skip,matrix,XSS/svg_script_variant,10,10,
gatv2,42,drop_skip,test_split,all,4215,4215,
gatv2,42,drop_seq,matrix,Benign/field_query,10,10,
gatv2,42,drop_seq,matrix,Benign/header_field,10,10,
gatv2,42,drop_seq,matrix,Benign/json_field,10,10,
gatv2,42,drop_seq,matrix,SQLi/sql_new_commands,10,10,
gatv2,42,drop_seq,matrix,SQLi/comment_splitting,10,10,7.560595512390137
gatv2,42,drop_seq,matrix,SQLi/case_mixing,10,10,
gatv2,42,drop_seq,matrix,XSS/data_uri_base64,10,10,
gatv2,42,drop_seq,matrix,XSS/event_handler_focus,10,10,
gatv2,42,drop_seq,matrix,XSS/svg_script_variant,10,10,
gatv2,42,drop_seq,test_split,all,4211,4215,
gatv2,43,real,matrix,Benign/field_query,10,10,
gatv2,43,real,matrix,Benign/header_field,10,10,
gatv2,43,real,matrix,Benign/json_field,10,10,
gatv2,43,real,matrix,SQLi/sql_new_commands,10,10,
gatv2,43,real,matrix,SQLi/comment_splitting,0,10,-5.2696309089660645
gatv2,43,real,matrix,SQLi/case_mixing,10,10,
gatv2,43,real,matrix,XSS/data_uri_base64,10,10,
gatv2,43,real,matrix,XSS/event_handler_focus,10,10,
gatv2,43,real,matrix,XSS/svg_script_variant,10,10,
gatv2,43,real,test_split,all,4214,4215,
gatv2,43,drop_sem,matrix,Benign/field_query,10,10,
gatv2,43,drop_sem,matrix,Benign/header_field,10,10,
gatv2,43,drop_sem,matrix,Benign/json_field,10,10,
gatv2,43,drop_sem,matrix,SQLi/sql_new_commands,10,10,
gatv2,43,drop_sem,matrix,SQLi/comment_splitting,0,10,-5.392856597900391
gatv2,43,drop_sem,matrix,SQLi/case_mixing,0,10,
gatv2,43,drop_sem,matrix,XSS/data_uri_base64,10,10,
gatv2,43,drop_sem,matrix,XSS/event_handler_focus,10,10,
gatv2,43,drop_sem,matrix,XSS/svg_script_variant,10,10,
gatv2,43,drop_sem,test_split,all,4214,4215,
gatv2,43,drop_skip,matrix,Benign/field_query,10,10,
gatv2,43,drop_skip,matrix,Benign/header_field,10,10,
gatv2,43,drop_skip,matrix,Benign/json_field,10,10,
gatv2,43,drop_skip,matrix,SQLi/sql_new_commands,10,10,
gatv2,43,drop_skip,matrix,SQLi/comment_splitting,0,10,-4.7065653800964355
gatv2,43,drop_skip,matrix,SQLi/case_mixing,10,10,
gatv2,43,drop_skip,matrix,XSS/data_uri_base64,10,10,
gatv2,43,drop_skip,matrix,XSS/event_handler_focus,10,10,
gatv2,43,drop_skip,matrix,XSS/svg_script_variant,10,10,
gatv2,43,drop_skip,test_split,all,4213,4215,
gatv2,43,drop_seq,matrix,Benign/field_query,10,10,
gatv2,43,drop_seq,matrix,Benign/header_field,10,10,
gatv2,43,drop_seq,matrix,Benign/json_field,10,10,
gatv2,43,drop_seq,matrix,SQLi/sql_new_commands,10,10,
gatv2,43,drop_seq,matrix,SQLi/comment_splitting,10,10,0.9004495739936829
gatv2,43,drop_seq,matrix,SQLi/case_mixing,10,10,
gatv2,43,drop_seq,matrix,XSS/data_uri_base64,10,10,
gatv2,43,drop_seq,matrix,XSS/event_handler_focus,10,10,
gatv2,43,drop_seq,matrix,XSS/svg_script_variant,10,10,
gatv2,43,drop_seq,test_split,all,4212,4215,
gatv2,44,real,matrix,Benign/field_query,10,10,
gatv2,44,real,matrix,Benign/header_field,10,10,
gatv2,44,real,matrix,Benign/json_field,10,10,
gatv2,44,real,matrix,SQLi/sql_new_commands,10,10,
gatv2,44,real,matrix,SQLi/comment_splitting,0,10,-0.9761937856674194
gatv2,44,real,matrix,SQLi/case_mixing,10,10,
gatv2,44,real,matrix,XSS/data_uri_base64,0,10,
gatv2,44,real,matrix,XSS/event_handler_focus,10,10,
gatv2,44,real,matrix,XSS/svg_script_variant,10,10,
gatv2,44,real,test_split,all,4214,4215,
gatv2,44,drop_sem,matrix,Benign/field_query,10,10,
gatv2,44,drop_sem,matrix,Benign/header_field,10,10,
gatv2,44,drop_sem,matrix,Benign/json_field,10,10,
gatv2,44,drop_sem,matrix,SQLi/sql_new_commands,10,10,
gatv2,44,drop_sem,matrix,SQLi/comment_splitting,0,10,-1.0328876972198486
gatv2,44,drop_sem,matrix,SQLi/case_mixing,10,10,
gatv2,44,drop_sem,matrix,XSS/data_uri_base64,0,10,
gatv2,44,drop_sem,matrix,XSS/event_handler_focus,10,10,
gatv2,44,drop_sem,matrix,XSS/svg_script_variant,10,10,
gatv2,44,drop_sem,test_split,all,4214,4215,
gatv2,44,drop_skip,matrix,Benign/field_query,10,10,
gatv2,44,drop_skip,matrix,Benign/header_field,10,10,
gatv2,44,drop_skip,matrix,Benign/json_field,10,10,
gatv2,44,drop_skip,matrix,SQLi/sql_new_commands,10,10,
gatv2,44,drop_skip,matrix,SQLi/comment_splitting,10,10,0.4020530581474304
gatv2,44,drop_skip,matrix,SQLi/case_mixing,10,10,
gatv2,44,drop_skip,matrix,XSS/data_uri_base64,0,10,
gatv2,44,drop_skip,matrix,XSS/event_handler_focus,10,10,
gatv2,44,drop_skip,matrix,XSS/svg_script_variant,10,10,
gatv2,44,drop_skip,test_split,all,4214,4215,
gatv2,44,drop_seq,matrix,Benign/field_query,10,10,
gatv2,44,drop_seq,matrix,Benign/header_field,10,10,
gatv2,44,drop_seq,matrix,Benign/json_field,10,10,
gatv2,44,drop_seq,matrix,SQLi/sql_new_commands,10,10,
gatv2,44,drop_seq,matrix,SQLi/comment_splitting,10,10,7.0111799240112305
gatv2,44,drop_seq,matrix,SQLi/case_mixing,10,10,
gatv2,44,drop_seq,matrix,XSS/data_uri_base64,0,10,
gatv2,44,drop_seq,matrix,XSS/event_handler_focus,10,10,
gatv2,44,drop_seq,matrix,XSS/svg_script_variant,10,10,
gatv2,44,drop_seq,test_split,all,4214,4215,
gatv2,45,real,matrix,Benign/field_query,10,10,
gatv2,45,real,matrix,Benign/header_field,10,10,
gatv2,45,real,matrix,Benign/json_field,10,10,
gatv2,45,real,matrix,SQLi/sql_new_commands,10,10,
gatv2,45,real,matrix,SQLi/comment_splitting,0,10,-4.388083457946777
gatv2,45,real,matrix,SQLi/case_mixing,10,10,
gatv2,45,real,matrix,XSS/data_uri_base64,10,10,
gatv2,45,real,matrix,XSS/event_handler_focus,10,10,
gatv2,45,real,matrix,XSS/svg_script_variant,10,10,
gatv2,45,real,test_split,all,4214,4215,
gatv2,45,drop_sem,matrix,Benign/field_query,10,10,
gatv2,45,drop_sem,matrix,Benign/header_field,10,10,
gatv2,45,drop_sem,matrix,Benign/json_field,10,10,
gatv2,45,drop_sem,matrix,SQLi/sql_new_commands,10,10,
gatv2,45,drop_sem,matrix,SQLi/comment_splitting,0,10,-4.532005310058594
gatv2,45,drop_sem,matrix,SQLi/case_mixing,10,10,
gatv2,45,drop_sem,matrix,XSS/data_uri_base64,10,10,
gatv2,45,drop_sem,matrix,XSS/event_handler_focus,10,10,
gatv2,45,drop_sem,matrix,XSS/svg_script_variant,10,10,
gatv2,45,drop_sem,test_split,all,4214,4215,
gatv2,45,drop_skip,matrix,Benign/field_query,10,10,
gatv2,45,drop_skip,matrix,Benign/header_field,10,10,
gatv2,45,drop_skip,matrix,Benign/json_field,10,10,
gatv2,45,drop_skip,matrix,SQLi/sql_new_commands,10,10,
gatv2,45,drop_skip,matrix,SQLi/comment_splitting,0,10,-5.75412654876709
gatv2,45,drop_skip,matrix,SQLi/case_mixing,10,10,
gatv2,45,drop_skip,matrix,XSS/data_uri_base64,10,10,
gatv2,45,drop_skip,matrix,XSS/event_handler_focus,10,10,
gatv2,45,drop_skip,matrix,XSS/svg_script_variant,10,10,
gatv2,45,drop_skip,test_split,all,4214,4215,
gatv2,45,drop_seq,matrix,Benign/field_query,10,10,
gatv2,45,drop_seq,matrix,Benign/header_field,10,10,
gatv2,45,drop_seq,matrix,Benign/json_field,10,10,
gatv2,45,drop_seq,matrix,SQLi/sql_new_commands,10,10,
gatv2,45,drop_seq,matrix,SQLi/comment_splitting,10,10,1.6262390613555908
gatv2,45,drop_seq,matrix,SQLi/case_mixing,10,10,
gatv2,45,drop_seq,matrix,XSS/data_uri_base64,10,10,
gatv2,45,drop_seq,matrix,XSS/event_handler_focus,10,10,
gatv2,45,drop_seq,matrix,XSS/svg_script_variant,10,10,
gatv2,45,drop_seq,test_split,all,4214,4215,
gatv2,46,real,matrix,Benign/field_query,10,10,
gatv2,46,real,matrix,Benign/header_field,10,10,
gatv2,46,real,matrix,Benign/json_field,10,10,
gatv2,46,real,matrix,SQLi/sql_new_commands,10,10,
gatv2,46,real,matrix,SQLi/comment_splitting,0,10,-0.15740855038166046
gatv2,46,real,matrix,SQLi/case_mixing,10,10,
gatv2,46,real,matrix,XSS/data_uri_base64,10,10,
gatv2,46,real,matrix,XSS/event_handler_focus,10,10,
gatv2,46,real,matrix,XSS/svg_script_variant,10,10,
gatv2,46,real,test_split,all,4214,4215,
gatv2,46,drop_sem,matrix,Benign/field_query,10,10,
gatv2,46,drop_sem,matrix,Benign/header_field,10,10,
gatv2,46,drop_sem,matrix,Benign/json_field,10,10,
gatv2,46,drop_sem,matrix,SQLi/sql_new_commands,10,10,
gatv2,46,drop_sem,matrix,SQLi/comment_splitting,0,10,-0.21623468399047852
gatv2,46,drop_sem,matrix,SQLi/case_mixing,10,10,
gatv2,46,drop_sem,matrix,XSS/data_uri_base64,10,10,
gatv2,46,drop_sem,matrix,XSS/event_handler_focus,10,10,
gatv2,46,drop_sem,matrix,XSS/svg_script_variant,10,10,
gatv2,46,drop_sem,test_split,all,4214,4215,
gatv2,46,drop_skip,matrix,Benign/field_query,10,10,
gatv2,46,drop_skip,matrix,Benign/header_field,10,10,
gatv2,46,drop_skip,matrix,Benign/json_field,10,10,
gatv2,46,drop_skip,matrix,SQLi/sql_new_commands,10,10,
gatv2,46,drop_skip,matrix,SQLi/comment_splitting,0,10,-0.5393230319023132
gatv2,46,drop_skip,matrix,SQLi/case_mixing,10,10,
gatv2,46,drop_skip,matrix,XSS/data_uri_base64,10,10,
gatv2,46,drop_skip,matrix,XSS/event_handler_focus,10,10,
gatv2,46,drop_skip,matrix,XSS/svg_script_variant,10,10,
gatv2,46,drop_skip,test_split,all,4212,4215,
gatv2,46,drop_seq,matrix,Benign/field_query,10,10,
gatv2,46,drop_seq,matrix,Benign/header_field,10,10,
gatv2,46,drop_seq,matrix,Benign/json_field,10,10,
gatv2,46,drop_seq,matrix,SQLi/sql_new_commands,10,10,
gatv2,46,drop_seq,matrix,SQLi/comment_splitting,10,10,4.7760539054870605
gatv2,46,drop_seq,matrix,SQLi/case_mixing,10,10,
gatv2,46,drop_seq,matrix,XSS/data_uri_base64,10,10,
gatv2,46,drop_seq,matrix,XSS/event_handler_focus,10,10,
gatv2,46,drop_seq,matrix,XSS/svg_script_variant,10,10,
gatv2,46,drop_seq,test_split,all,4212,4215,
